,news_source,is_title,text,topic,date,link,medium,labels
1705,Daily Mail,0,"These letters and numbers stand for 'variant under investigation' and the month, December 2020.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
7630,BBC News,0,It didn't take long for things to deteriorate for Arthur.,crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
6108,Metro,0,He called on more people to come forward to ‘protect ourselves and our loved ones from falling unwell’.,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,1
40,Metro,0,"‘He was shy, quiet and spent much of his time on his own but despite that he was a well-liked and polite young man and no one had an unkind word to say about him.",crime,2021-06-08T11:40:00+0000,https://metro.co.uk/2021/06/08/gunmen-jailed-for-shooting-autistic-man-dead-after-getting-wrong-house-14735611/?ito=facebook|social|metroukfacebook,article,1
2763,Metro,0,"He refused to confess to further slayings for which he was widely suspected before his death in November 2020, aged 74.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,0
2767,BBC News,0,"All the while, Arthur was cut off from those who loved him and could help him.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
7590,Daily Mail,0,"Prime Minister Alexander De Croo announced that kindergartens and primary schools will close for the holiday season a week early, and children must now wear masks from the age of 6.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
6260,Metro,0,"‘On Saturday we will reopen the cafe, there will be a prayer room for all who wish to use this space.",crime,2021-09-25T16:24:00+0000,https://metro.co.uk/2021/09/25/sabina-nessa-murder-book-of-condolences-opened-in-memory-teacher-15316148/?ito=facebook|social|metroukfacebook,article,0
1194,BBC News,1,Masten Wanjala: Mob beats Kenyan child serial killer to death - police,crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,0
2071,Daily Mail,0,What is the variant called?,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,1
6084,Metro,0,A married couple from Alabama who spread misinformation about vaccines on YouTube died from Covid-19 only weeks apart.,corona,2021-09-18T18:20:00+0000,https://metro.co.uk/2021/09/18/alabama-married-anti-vaccine-youtubers-die-of-covid-weeks-apart-15279579/?ito=facebook|social|metroukfacebook,article,0
7592,Sky News,0,Business Secretary Kwasi Kwarteng has said there is nothing in the current data to suggest England's next step might be delayed.,corona,2021-05-29T13:42:00+0000,https://news.sky.com/story/covid-19-things-could-get-bad-very-very-quickly-calls-for-caution-as-doubts-grow-over-ending-lockdown-12319638,article,1
1413,Daily Mail,0,The European Commission published guidance at lunchtime recommending all non-essential travel to and from the UK should be 'discouraged' because of the risk posed by a new mutant strain of coronavirus which spreads quicker than its predecessor.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
7636,Metro,0,"Over the past two weeks, the jury made up of 11 white jurors and one black juror heard two drastically different retellings of the events in the racially-charged case.",crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,0
6796,Sky News,0,"The arrests were the result of a joint operation between the NCA, Australian Federal Police (AFP) and Border Force.",crime,2021-09-11T09:08:00+0000,https://news.sky.com/story/yacht-carrying-163120m-of-cocaine-intercepted-off-plymouth-coast-12404553,article,0
4658,Daily Mail,0,Health worker Annamaria Di Capua told Reuters: 'I know from my experience what we workers of the public health system have suffered and what people and citizens have suffered.,corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,1
3793,BBC News,0,Their report is likely to be published next year.,crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,0
3368,Daily Mail,0,It also includes mutations found on the Delta variant that allow it to spread more easily.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
3879,Daily Mail,0,The UK was the first country to identify that the virus could be a threat and alerted other nations.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
1810,Metro,0,"‘In particular, I would like to hear from anyone who saw the moped we believe was used.",crime,2021-09-14T19:15:00+0000,https://metro.co.uk/2021/09/14/chino-johnson-man-killed-in-drive-by-shooting-in-brixton-is-named-15259130/?ito=facebook|social|metroukfacebook,article,1
854,Daily Mail,0,'But you have come out as the golden flower on top.',crime,2021-09-27T00:31:56+0100,https://www.dailymail.co.uk/news/article-10031047/Utah-cops-told-Brian-Laundrie-hit-Gabby-Petito-pulling-couple-over.html?ito=social-facebook,article,1
7353,BBC News,0,You may still be asked to wear a face covering or physically distance from other people.,corona,2021-08-17T13:55:48+0000,https://www.bbc.com/news/explainers-52646738,article,1
3884,Metro,1,Gunmen jailed for shooting autistic man dead after getting wrong house,crime,2021-06-08T11:40:00+0000,https://metro.co.uk/2021/06/08/gunmen-jailed-for-shooting-autistic-man-dead-after-getting-wrong-house-14735611/?ito=facebook|social|metroukfacebook,article,0
1999,BBC News,0,"Assistant Commissioner Neil Basu, the national lead for Counter Terrorism Policing, said the way offenders were managed in the community had been improved but he was ""so deeply sorry we weren't better than this in November 2019"".",crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,1
2424,BBC News,0,"Lee Reynolds, representing Swansea council, told the court there would be an application for Ms Redfern to be found in contempt of court if the business reopened.",corona,2021-12-03T19:58:12+0000,https://www.bbc.com/news/uk-wales-59527142,article,0
5156,BBC News,0,"Last year, more than 500 police officers were murdered in Mexico.",crime,2021-03-19T05:33:07+0000,https://www.bbc.com/news/world-latin-america-56452464,article,0
5189,Sky News,0,Up to three million youngsters are now eligible for coronavirus shots across the UK.,corona,2021-09-20T23:13:00+0000,https://news.sky.com/story/covid-19-uk-records-36100-new-cases-and-49-more-coronavirus-related-deaths-with-7847-patients-in-hospital-12412993,article,0
5209,Daily Mail,0,"A record 44,466 people got tested in NSW on Monday, beating Sunday's record of 38,578 as residents responded to the call to get swabbed if they notice any symptoms.",corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,0
3202,Metro,0,"‘If Omicron is here in the UK, and it certainly is, if there’s community transmission in the UK, and it certainly looks that way, then it’s that community transmission that will drive a next wave.",corona,2021-12-06T06:46:00+0000,https://metro.co.uk/2021/12/06/covid-mask-wearing-and-other-new-rules-to-be-extended-into-the-new-year-15721377/?ito=facebook|social|metroukfacebook,article,1
6530,Metro,0,"Coronavirus cannot spread inside food, and it is also very unlikely it could spread on the surfaces of products, provided proper Government food hygiene guidance is followed.",corona,2021-03-26T13:06:00+0000,https://metro.co.uk/2021/03/26/fact-check-oranges-cant-test-positive-for-covid-14309984/,article,0
7113,Daily Mail,0,She never mentioned him.',crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,1
371,Metro,0,"He praised the ‘incredible’ work of vaccinators but added: ‘Despite these huge strides, the number of people coming forward has unfortunately slowed and our overall coverage is lower than we would like to see.",corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,1
4076,Daily Mail,0,"The DNA evidence led them to Reed, a career criminal who has fled multiple states to avoid prosecution.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0
1408,Sky News,0,"""Inevitably, in a situation as unprecedented and demanding as this, there are going to have to be significant trade-offs and it's clear that holidays as normal - or travel as normal - was never going to be the case, bearing in mind the rise of particular variants, most notably the Delta variant,"" the justice secretary said.",corona,2021-06-20T21:59:00+0000,https://news.sky.com/story/covid-19-pilots-criticise-ludicrously-cautious-travel-rules-and-claim-uk-aviation-sector-is-now-hardest-hit-in-europe-12336758,article,1
5829,BBC News,0,Can I stay with people I don't live with?,corona,2021-08-17T13:55:48+0000,https://www.bbc.com/news/explainers-52646738,article,1
686,Daily Mail,0,The variant — which the World Health Organization has named Omicron — has 32 mutations on the spike protein — the most ever recorded and twice as many as the currently dominant Delta strain.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
5491,Daily Mail,0,"And then pretty much after that, he disappeared.'",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,1
3540,Daily Mail,0,"Meanwhile, social workers wanted to be anonymous when they gave evidence to the court, it can be revealed.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
1542,BBC News,0,AFRICA LIVE: Updates on this and other stories,crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,0
3260,BBC News,0,"In other cases, counterfeit vaccines were sold at inflated prices in hospitals.",corona,2021-02-16T04:54:26+0000,https://www.bbc.com/news/world-asia-china-56080092,article,0
1829,BBC News,0,"Between October and January last year, there were just over 2.7 million cases, but more than 185,000 people needed hospital treatment.",corona,2021-10-22T13:37:29+0000,https://www.bbc.com/news/health-58954793,article,0
4521,BBC News,0,"""We are not sure how he managed to travel all the way from Nairobi to his rural home,"" Musyoki Mutungi said.",crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,1
7551,Daily Mail,0,"He was still able to talk, she said.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,1
221,Daily Mail,0,"But people in their 30s, 40s and 50s have proved the most reluctant to get vaccinated, with nearly 3.5 million still not having received their first doses.",corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
1170,Metro,0,"A serving Metropolitan Police officer has been charged with the kidnap and murder of Sarah, which sparked an outpouring of grief and anger in recent days.",crime,2021-03-18T17:48:00+0000,https://metro.co.uk/2021/03/18/calls-for-cctv-in-all-london-bus-stops-after-sarah-everard-killing-14268093/?ito=facebook|social|metroukfacebook,article,0
2015,BBC News,0,"Rodrigo Martínez-Celis, state security minister, called the attack an ""an affront to the Mexican state"".",crime,2021-03-19T05:33:07+0000,https://www.bbc.com/news/world-latin-america-56452464,article,1
4036,BBC News,0,Authorities had launched a massive manhunt for the fugitive who admitted to killing more than 10 young boys during a five-year period.,crime,2021-10-15T13:09:37+0000,https://www.bbc.com/news/world-africa-58923592,article,0
5300,Metro,0,The Tube yesterday enjoyed its busiest morning rush hour since March 2020 for the third day in a row.,corona,2021-09-09T13:26:00+0000,https://metro.co.uk/2021/09/09/london-tube-station-packed-during-busiest-week-since-covid-15229591/?ito=facebook|social|metroukfacebook,article,0
3245,BBC News,0,"Last week Wanda Cooper Jones, the mother of Ahmaud Arbery, told me she had faith in the jury selection process for the trial of the men who killed her son.",crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
6539,Sky News,0,"He added that a final decision will not be made until 14 June, and warned it is ""impossible for anyone to know what the situation will be like in a week or two weeks' time"".",corona,2021-05-29T13:42:00+0000,https://news.sky.com/story/covid-19-things-could-get-bad-very-very-quickly-calls-for-caution-as-doubts-grow-over-ending-lockdown-12319638,article,1
4657,BBC News,0,"""Whatever has happened, it has been done by his own actions,"" Tustin told jurors.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
2900,Daily Mail,0,"Parallels are being drawn to the horrific murder of 33-year-old marketing executive Sarah Everard in March, amid fresh fury that women could not walk through Britain's streets alone without fearing for their lives.",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,0
961,BBC News,0,"It reveals a shared fear of governments abusing their power - although the same rapper has also posted a number of more outlandish conspiracy theories, including about the Great Reset.",corona,2021-11-27T00:56:09+0000,https://www.bbc.com/news/59390968,article,1
3120,Daily Mail,0,Of those infected some are currently being treated at home.',corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
4912,Metro,0,‘He was arrested on suspicion of causing criminal damage to a number of cats and was cautioned.,crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,0
205,Daily Mail,0,It wasn't immediately clear who was among the victims but homeless people are known to set up camp in the tunnel.,crime,2021-03-15T17:21:14+0000,https://www.dailymail.co.uk/news/article-9364619/Multiple-people-injured-car-drove-group-pedestrians-San-Diego.html?ito=social-facebook,article,0
2044,BBC News,0,"""The Sputnik satellite [in 1957] was a breakthrough and this vaccine is one too!""",corona,2021-03-03T00:24:31+0000,https://www.bbc.com/news/world-europe-56250456,article,1
2633,BBC News,0,"Arthur's grandmother, Mrs Halcrow, agrees.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
757,Daily Mail,0,"According to the Project, there are are 118,720 people currently hospitalized with COVID-19 in the US.",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,0
1098,BBC News,0,"On Wednesday, the prosecution accused the defence of eliminating potential jurors based on race, noting that defence attorneys used 11 of their allotted 24 strikes to reject black jurors.",crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
3118,BBC News,0,"Covax is run by a number of international organisations, including the World Health Organization (WHO) and the UN children's charity, Unicef.",corona,2021-09-23T16:58:15+0000,https://www.bbc.com/news/world-55795297,article,0
7128,Daily Mail,0,"The UK has joined many European countries like Austria, Belgium, Czech Republic, Denmark, Germany, Italy, Netherlands, Spain, the UK and Portugal in finding cases of the variant over the past few days.",corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
6662,Metro,0,I know things get rough but it’s never worth it to take the life – lives – of anybody.’,crime,2021-11-30T11:53:00+0000,https://metro.co.uk/2021/11/30/california-dad-arrested-after-four-children-and-grandma-are-shot-dead-15687465/?ito=facebook|social|metroukfacebook,article,1
2599,Metro,0,You can order from Ricardo’s website.,corona,2021-03-11T14:31:00+0000,https://metro.co.uk/2021/03/11/man-writes-kids-book-about-lockdown-in-fathers-memory-to-aid-nhs-14214957/?ito=facebook|social|metroukfacebook,article,0
1434,Daily Mail,0,"She claimed she only found out about Tustin's charges after finding her case paperwork, with Elaine saying she grew 'angry' after reading about Arthur's 130 bruises, resulting in the pair having a row.",crime,2021-12-06T07:56:33+0000,https://www.dailymail.co.uk/news/article-10279255/Arthur-Labinjo-Hughes-stepmother-Emma-Tustin-poisoned-SALT-prison.html?ito=social-facebook,article,1
7605,Metro,0,He was charged with her murder on Sunday night and remanded in custody ahead of an appearance at Medway Magistrates’ Court on Monday.,crime,2021-11-29T10:20:00+0000,https://metro.co.uk/2021/11/29/alexandra-morgan-man-40-charged-with-murder-of-missing-mum-of-two-15680871/?ito=facebook%7Csocial%7Cmetroukfacebook,article,0
5029,Sky News,0,"An EMA statement on Monday said: ""Events involving blood clots, some with unusual features such as low numbers of platelets, have occurred in a very small number of people who received the vaccine.",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
7093,BBC News,0,"For three months, his life was dictated by a cruel punishment regime enforced by Emma Tustin and Thomas Hughes.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
3318,Daily Mail,0,The 130 areas of bruising found on the little boy's body after his death equated to 'nearly a bruise for every day of lockdown'.,crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
837,Daily Mail,0,"Tustin was moved to a different cell, but inmates began lacing her meals with salt after learning about how she had poisoned Arthur, Elaine claimed.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
3511,Daily Mail,0,"He traveled to California, Hawaii, New York, Pennsylvania and finally Rhode Island, where he was captured.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,0
6090,Daily Mail,0,"'I left my purse, my keys, everything.'",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,1
2503,Daily Mail,0,"'Tons and tons of cop cars flying towards the back entrance of the Kroger on the street that runs behind it and they blocked it all off, and then they're all opening up their trunks and grabbing shotguns,' Reis told Memphis Commercial Appeal.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
7428,Daily Mail,0,"Manny Reis, 49, was driving down Poplar Avenue when he saw several police cars arrive.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
249,Metro,0,*Public Health England data published on September 9 showing proportion of local authority populations which have received two vaccine doses.,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
3936,BBC News,0,"Eventually, she would call an ambulance but it was too late, and Arthur died in hospital shortly after 01:00 the following morning.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,0
781,Daily Mail,0,She said the Government must urgently fix the 'deep-rooted culture of misogyny in British culture' by reforming the criminal justice system.,crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
6638,Sky News,0,"Travellers returning from amber list locations, including Greece, Spain, France and Italy, have to quarantine at home for 10 days and take two PCR tests.",corona,2021-06-03T13:47:00+0000,https://news.sky.com/story/covid-19-holiday-hopes-and-fears-as-green-list-review-to-be-released-12323695,article,0
7674,Sky News,0,An independent review is now under way into the authorities' contact with Arthur before his death.,crime,2021-12-03T13:28:00+0000,https://news.sky.com/story/arthur-labinjo-hughes-father-and-girlfriend-found-guilty-over-death-of-six-year-old-boy-12483772,article,0
526,Metro,0,They are true heroes and the 1% payrise must feel like a slap in the face after the year they just had.’,corona,2021-03-11T14:31:00+0000,https://metro.co.uk/2021/03/11/man-writes-kids-book-about-lockdown-in-fathers-memory-to-aid-nhs-14214957/?ito=facebook|social|metroukfacebook,article,1
144,BBC News,0,Tuesday 16 June 2020 started the same as any other for six-year-old Arthur Labinjo-Hughes: in misery and in pain.,crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,0
3360,Daily Mail,0,"No mother or father should have to go through this, may Allah grant my parents ease.'",crime,2021-09-23T20:11:32+0100,https://www.dailymail.co.uk/news/article-10022515/Man-38-arrested-suspicion-murdering-Sabina-Nessa.html?ito=social-facebook,article,1
3286,Daily Mail,0,'She was shouting 'get your cats to stop s***ing on my driveway'.,crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,1
3198,Daily Mail,0,"Truman said he bought a mask at the store, but stashed it in his pocket during the march.",corona,2021-06-25T16:59:01+0100,https://www.dailymail.co.uk/news/article-9725863/Israel-reimposes-indoor-mask-rule-amid-surge-Covid-cases-despite-successful-vaccine-rollout.html?ito=social-facebook,article,0
6628,Metro,0,It must have been obvious to you that she was seriously hurt.,crime,2021-03-26T14:00:00+0000,https://metro.co.uk/2021/03/26/babysitter-who-murdered-toddler-by-beating-and-shaking-her-is-jailed-14310109/?ito=facebook|social|metroukfacebook,article,1
6472,BBC News,0,"The sales were made on the basis the vaccines were acquired via ""internal channels"" of genuine manufacturers.",corona,2021-02-16T04:54:26+0000,https://www.bbc.com/news/world-asia-china-56080092,article,0
1716,Sky News,0,"A black equal rights activist was shot by a group of four men at a party in south London on Sunday morning, police have said.",crime,2021-05-25T11:16:00+0000,https://news.sky.com/story/sasha-johnson-shooting-of-black-equal-rights-activist-by-group-of-men-not-targeted-attack-police-say-12316468,article,0
6682,BBC News,0,Lawyers for Mr Arbery's family have said he was unarmed at the time.,crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
3633,Daily Mail,0,"In contrast, the number of first dose vaccinations delivered in the UK soared to a total of 26,853,407 – 51 per cent of all UK adults – with 2,132,551 people having had second jabs.",corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,0
6697,BBC News,0,"An online group involved in organising the Austrian protests claims vaccines are ""turning out to be more and more ineffective"".",corona,2021-11-27T00:56:09+0000,https://www.bbc.com/news/59390968,article,1
5229,Sky News,0,The parents of a teenage boy charged with killing four students at his high school in Michigan have pleaded not guilty to four counts of involuntary manslaughter.,crime,2021-12-04T16:28:00+0000,https://news.sky.com/story/parents-of-michigan-school-shooting-suspect-ethan-crumbley-deny-charges-of-involuntary-manslaughter-12486326,article,0
2895,BBC News,0,So far the campaign has focused on over-75s and the most vulnerable aged 50-74.,corona,2021-03-23T18:23:50+0000,https://www.bbc.com/news/world-europe-56486732,article,0
1422,Daily Mail,0,He also played a 911 call that included screams from Barron.,crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,0
7421,BBC News,0,"The judge noted the appearance of ""intentional discrimination"" in jury selection but said the trial over Ahmaud Arbery's killing would proceed.",crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
2125,Daily Mail,0,"Hughes, 29, was jailed for life with a minimum of 21 years after being found guilty of manslaughter - but cleared of murder - for encouraging the killing, including by sending a text message to Tustin 18 hours before the fatal assault telling her 'just end him'.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
3602,Daily Mail,0,A No Sail Order was issued for ships in March 2020 due to the fears of spreading COVID-19.,corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0
6183,Daily Mail,0,"Her mother has declined to reveal her daughter's vaccination status, saying she was not uncomfortable with discussing it.",corona,2021-09-23T19:27:23+0100,https://www.dailymail.co.uk/news/article-10022063/Woman-20-dies-COVID-Idaho-hospital.html?ito=social-facebook,article,0
278,Metro,0,"As fruit and fizzy drinks are much more acidic than the human body, it appears the acid breaks the test and makes it produce a false positive.",corona,2021-03-26T13:06:00+0000,https://metro.co.uk/2021/03/26/fact-check-oranges-cant-test-positive-for-covid-14309984/,article,0
3569,Metro,0,All 11 of the areas with the lowest vaccine coverage are in the capital and border one another.,corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
219,BBC News,0,"Poisoned, Arthur would have deteriorated within about 45 minutes.",crime,2021-12-02T16:17:30+0000,https://www.bbc.com/news/uk-england-birmingham-59400890,article,1
2613,BBC News,0,The area has been the scene of clashes between vigilantes and gangs for years but in recent weeks the gun battles have been particularly fierce and sometimes lasted for days.,crime,2021-08-10T15:16:33+0000,https://www.bbc.com/news/world-latin-america-58153732,article,0
6658,Daily Mail,0,Amateur sports cannot take place after 5pm.,corona,2021-12-06T09:41:25+0000,https://www.dailymail.co.uk/news/article-10279341/Italy-begins-lockdown-unvaccinated-double-jabbed-able-participate-public-life.html?ito=social-facebook,article,0
3695,Sky News,0,"Professor Paul Hunter, from the school of medicine at the University of East Anglia, said the early signs show ""it will probably spread quite quickly"".",corona,2021-12-06T22:52:00+0000,https://news.sky.com/story/covid-19-community-transmission-of-omicron-variant-across-several-regions-of-england-says-sajid-javid-12488521,article,1
374,Metro,0,"‘In order to review those cases there is the requirement to use modern techniques, and what has been established is that in a lot of those cases in the sixties, seventies and eighties they never secured or kept the evidence such as clothing or other items which could be forensically tested now.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,0
229,Sky News,0,"Tustin claimed she had not realised at the time how bad the abuse was even though texts proved that Arthur was deliberately moved away from his punishment ""step"" beside the front door when his grandmother delivered post.",crime,2021-12-03T13:28:00+0000,https://news.sky.com/story/arthur-labinjo-hughes-father-and-girlfriend-found-guilty-over-death-of-six-year-old-boy-12483772,article,1
5677,Sky News,0,"Earlier in October, the system of UK travel restrictions was simplified with the removal of the ""traffic light"" system and ""amber"" countries.",corona,2021-10-28T18:11:00+0000,https://news.sky.com/story/covid-19-all-countries-to-be-removed-from-governments-travel-red-list-12453412,article,0
4895,BBC News,0,"Gregory McMichael and his son Travis have pleaded not guilty, saying they acted in self-defence.",crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
5751,Daily Mail,0,"The cruise ship Norwegian Breakaway, owned by Norwegian Cruise Line Holdings Ltd, had departed New Orleans on a weeklong cruise on November 28 and had stops in Belize, Honduras and Mexico, according to the Louisiana Department of Health.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0
6936,BBC News,0,"A ""closed"" sign, along with messages of support, were posted on the door of the independent venue on the afternoon of 3 December.",corona,2021-12-03T19:58:12+0000,https://www.bbc.com/news/uk-wales-59527142,article,0
